timestamp,exchange,symbol,side,quantity,price,notional,fee_usdt,pnl_usdt,strategy,order_id,reason,paper_trade
2026-04-01T07:52:54.396907+00:00,Binance,AVAX/USDT:USDT,SELL,1,9.338,9.338,0.009338,0.0,MeanReversion,37491686177,entry,False
2026-04-01T11:48:18.598539+00:00,Binance,AVAX/USDT:USDT,BUY,1,9.197,9.197,0.009197,0.122465,MeanReversion,37491686177,trailing_stop,False
2026-04-02T00:41:26.245454+00:00,Bybit,ARB/USDT,BUY,57.68,0.09534,5.4992,0.005499,0.0,TrendFollowing,2184011737836295936,entry,False
2026-04-02T00:57:01.474534+00:00,Bybit,ARB/USDT,BUY,57.76,0.09522,5.4999,0.0055,0.0,TrendFollowing,2184019583323870976,entry,False
2026-04-02T17:39:53.198576+00:00,Binance,ALGO/USDT:USDT,BUY,234.8,0.1072,25.1706,0.025171,0.0,MultiTF,14752508673,entry,False
2026-04-02T17:39:56.594078+00:00,Binance,ALGO/USDT:USDT,SELL,234.8,0.1073,25.194,0.025194,0.092206,MultiTF,14752508673,stop_loss,False
2026-04-02T17:56:01.765047+00:00,Bitget,ALGO/USDT:USDT,BUY,119.5,0.1066,12.7387,0.012739,0.0,MultiTF,1423658515326181377,entry,False
2026-04-02T17:56:04.014523+00:00,Bitget,ALGO/USDT:USDT,SELL,119.5,0.1067,12.7507,0.012751,0.047005,MultiTF,1423658515326181377,stop_loss,False
2026-04-02T18:11:08.026034+00:00,Binance,SUI/USDT:USDT,SELL,14.8,0.8525,12.617,0.012617,0.0,MultiTF,38243225427,entry,False
2026-04-02T18:11:15.795676+00:00,Binance,VET/USDT:USDT,SELL,1804,0.006688,12.0652,0.012065,0.0,MultiTF,22217539949,entry,False
2026-04-02T18:11:23.650300+00:00,Binance,ALGO/USDT:USDT,BUY,106.3,0.1078,11.4591,0.011459,0.0,MultiTF,14752631812,entry,False
2026-04-02T18:12:00.459578+00:00,Binance,ALGO/USDT:USDT,SELL,106.3,0.1079,11.4698,0.01147,0.041691,MultiTF,14752631812,stop_loss,False
2026-04-02T18:14:28.865009+00:00,Binance,VET/USDT:USDT,BUY,1804,0.006683,12.0561,0.012056,0.03304,MultiTF,22217539949,stop_loss,False
2026-04-02T18:28:02.268553+00:00,Binance,ALGO/USDT:USDT,BUY,106.0,0.1081,11.4586,0.011459,0.0,MultiTF,14752714474,entry,False
2026-04-02T18:28:20.614739+00:00,Binance,DOT/USDT:USDT,SELL,8.9,1.219,10.8491,0.010849,0.0,MultiTF,31742650850,entry,False
2026-04-02T18:29:15.162583+00:00,Binance,DOT/USDT:USDT,BUY,8.9,1.218,10.8402,0.01084,0.033655,MultiTF,31742650850,stop_loss,False
2026-04-02T18:30:50.495833+00:00,Binance,ALGO/USDT:USDT,SELL,106.0,0.1082,11.4692,0.011469,0.041547,MultiTF,14752714474,stop_loss,False
2026-04-02T18:53:01.393344+00:00,Binance,SUI/USDT:USDT,BUY,14.8,0.8595,12.7206,0.012721,-0.530669,MultiTF,38243225427,mcp_brain_close,False
2026-04-02T19:04:10.544423+00:00,Bitget,ALGO/USDT:USDT,BUY,111.0,0.1083,12.0213,0.012021,0.0,MultiTF,1423675666489548801,entry,False
2026-04-02T19:04:43.066277+00:00,Bitget,ALGO/USDT:USDT,SELL,111.0,0.1084,12.0324,0.012032,0.043473,MultiTF,1423675666489548801,stop_loss,False
2026-04-02T19:17:36.495486+00:00,Binance,ALGO/USDT:USDT,BUY,111.9,0.1078,12.0628,0.012063,0.0,MultiTF,14753063561,entry,False
2026-04-02T19:18:09.067279+00:00,Binance,ALGO/USDT:USDT,SELL,111.9,0.1079,12.074,0.012074,0.043882,MultiTF,14753063561,stop_loss,False
2026-04-02T19:33:11.467291+00:00,Bitget,ALGO/USDT:USDT,BUY,106.0,0.1083,11.4798,0.01148,0.0,MultiTF,1423682968592457730,entry,False
2026-04-02T19:33:20.736741+00:00,Bitget,SEI/USDT:USDT,SELL,215.0,0.05071,10.9026,0.010903,0.0,MultiTF,1423683007507210241,entry,False
2026-04-02T19:36:21.263783+00:00,Bitget,SEI/USDT:USDT,BUY,215.0,0.05079,10.9199,0.01092,-0.096911,MultiTF,1423683007507210241,mcp_brain_close,False
2026-04-02T19:41:21.366275+00:00,Bitget,ALGO/USDT:USDT,SELL,106.0,0.1084,11.4904,0.01149,0.041515,MultiTF,1423682968592457730,stop_loss,False
2026-04-03T11:35:25.366238+00:00,Bitget,ORDI/USDT:USDT,BUY,6.66,2.415,16.0839,0.016084,0.0,MultiTF,1423925124955512833,entry,False
2026-04-03T11:55:06.259435+00:00,Bitget,LUMIA/USDT:USDT,BUY,206.0,0.07414,15.2728,0.015273,0.0,MultiTF,1423930080110452737,entry,False
