timestamp,exchange,symbol,side,quantity,price,notional,fee_usdt,pnl_usdt,strategy,order_id,reason,paper_trade
2026-03-29T14:53:45.283120+00:00,Binance,ADA/USDT:USDT,SELL,104.12622583,0.2416,25.1569,0.025157,0.0,MultiTF,63741597295,entry,False
2026-03-29T16:03:25.173201+00:00,Binance,BNB/USDT:USDT,SELL,0.03923552,609.26,23.9046,0.023905,0.0,MultiTF,88122919120,entry,False
2026-03-29T18:36:18.728373+00:00,Binance,AVAX/USDT:USDT,SELL,2.67212424,8.61,23.007,0.023007,0.0,MultiTF,37444372921,entry,False
2026-03-29T20:22:43.830511+00:00,Binance,BNB/USDT:USDT,BUY,0.03923552,611.08,23.976,0.023976,-0.380984,MultiTF,88122919120,stop_loss,False
2026-03-29T20:22:47.446658+00:00,Binance,AVAX/USDT:USDT,BUY,2.67212424,8.651,23.1165,0.023117,-0.570845,MultiTF,37444372921,stop_loss,False
2026-03-29T22:32:12.668590+00:00,Binance,XRP/USDT:USDT,SELL,18.16868192,1.317,23.9282,0.023928,0.0,MultiTF,145475477614,entry,False
2026-03-29T22:47:32.064583+00:00,Binance,ADA/USDT:USDT,BUY,104.12622583,0.2348,24.4488,0.024449,3.515489,MultiTF,63741597295,take_profit,False
2026-03-29T22:47:34.934628+00:00,Binance,XRP/USDT:USDT,BUY,18.16868192,1.3011,23.6393,0.023639,1.420624,MultiTF,145475477614,take_profit,False
2026-03-30T00:51:23.405234+00:00,Binance,AVAX/USDT:USDT,SELL,2.93485665,8.635,25.3425,0.025342,0.0,Supertrend,37449237369,entry,False
2026-03-30T00:51:27.931231+00:00,Binance,SOL/USDT:USDT,SELL,0.30013902,81.57,24.4823,0.024482,0.0,Supertrend,206161583271,entry,False
2026-03-30T00:51:44.317596+00:00,Binance,XRP/USDT:USDT,SELL,17.50082091,1.3291,23.2603,0.02326,0.0,Supertrend,145483711961,entry,False
2026-03-30T00:51:51.485957+00:00,Binance,ETH/USDT:USDT,SELL,0.01109981,1991.59,22.1063,0.022106,0.0,Supertrend,8389766142574195167,entry,False
2026-03-30T00:51:57.844997+00:00,Binance,ADA/USDT:USDT,SELL,87.15416877,0.2411,21.0129,0.021013,0.0,Supertrend,63753328719,entry,False
2026-03-30T01:13:34.678928+00:00,Binance,BNB/USDT:USDT,SELL,0.03244189,610.76,19.8142,0.019814,0.0,Supertrend,88139057818,entry,False
2026-03-30T01:13:57.444745+00:00,Bitget,SOL/USDT:USDT,SELL,0.30457671,82.147,25.0201,0.02502,0.0,Supertrend,1422319177250250753,entry,False
2026-03-30T01:14:04.400851+00:00,Bitget,XAG/USDT:USDT,SELL,0.34611675,68.71,23.7817,0.023782,0.0,Supertrend,1422319206438412290,entry,False
2026-03-30T09:08:22.832182+00:00,Binance,AVAX/USDT:USDT,BUY,2.93485665,8.997,26.4049,0.026405,-5.337964,Supertrend,37449237369,stop_loss,False
2026-03-30T09:08:25.763774+00:00,Binance,SOL/USDT:USDT,BUY,0.30013902,84.43,25.3407,0.025341,-4.316899,Supertrend,206161583271,stop_loss,False
2026-03-30T09:08:28.625164+00:00,Binance,XRP/USDT:USDT,BUY,17.50082091,1.3587,23.7784,0.023778,-2.613641,Supertrend,145483711961,stop_loss,False
2026-03-30T09:08:31.760293+00:00,Binance,ETH/USDT:USDT,BUY,0.01109981,2061.51,22.8824,0.022882,-3.902988,Supertrend,8389766142574195167,stop_loss,False
2026-03-30T09:08:34.538156+00:00,Binance,ADA/USDT:USDT,BUY,87.15416877,0.2494,21.7362,0.021736,-3.638273,Supertrend,63753328719,stop_loss,False
2026-03-30T09:08:38.259127+00:00,Binance,BNB/USDT:USDT,BUY,0.03244189,619.1,20.0848,0.020085,-1.372776,Supertrend,88139057818,stop_loss,False
2026-03-30T09:09:03.890159+00:00,Bitget,SOL/USDT:USDT,BUY,0.30457671,84.381,25.7005,0.0257,-3.427482,Supertrend,1422319177250250753,stop_loss,False
2026-03-30T09:09:07.047087+00:00,Bitget,XAG/USDT:USDT,BUY,0.34611675,70.91,24.5431,0.024543,-3.831447,Supertrend,1422319206438412290,stop_loss,False
2026-03-30T14:48:59.659021+00:00,Binance,SOL/USDT:USDT,SELL,0.29,83.8,24.302,0.024302,0.0,Supertrend,206279423774,entry,False
2026-03-30T15:07:12.783474+00:00,Binance,IOTA/USDT:USDT,SELL,416.2,0.0554,23.0575,0.023057,0.0,Supertrend,9599966330,entry,False
2026-03-30T15:07:39.515554+00:00,MEXC,SOL/USDT:USDT,SELL,1.0,84.21,84.21,0.08421,0.0,Supertrend,56676a1909164664a5065018def76bd7,entry,False
2026-03-30T15:08:42.482752+00:00,Bitget,GRASS/USDT:USDT,SELL,76.0,0.2835,21.546,0.021546,0.0,MultiTF,1422529256268374225,entry,False
2026-03-30T15:08:49.899070+00:00,Bitget,ACT/USDT:USDT,SELL,1697.0,0.01196,20.2961,0.020296,0.0,Supertrend,1422529287415275521,entry,False
2026-03-30T15:08:58.252372+00:00,Bitget,SOL/USDT:USDT,SELL,0.2,84.135,16.827,0.016827,0.0,Supertrend,1422529322433519617,entry,False
2026-03-30T15:09:05.010060+00:00,Bitget,BCH/USDT:USDT,SELL,0.04,459.48,18.3792,0.018379,0.0,Supertrend,1422529350745071617,entry,False
2026-03-30T15:35:55.636942+00:00,Bitget,BCH/USDT:USDT,BUY,0.04,465.0,18.6,0.0186,-1.12249,Supertrend,1422529350745071617,stop_loss,False
2026-03-30T16:10:14.111827+00:00,Binance,QTUM/USDT:USDT,SELL,26.5,0.825,21.8625,0.021862,0.0,Supertrend,9027847453,entry,False
